,datetime,rtt
0,2019-05-03 19:26:54,65.123
1,2019-05-03 19:26:55,65.339
2,2019-05-03 19:26:59,65.221
3,2019-05-03 19:26:59,65.291
4,2019-05-03 19:26:59,65.400
5,2019-05-03 19:27:00,65.275
6,2019-05-03 19:27:02,65.335
7,2019-05-03 19:27:03,65.304
8,2019-05-03 19:27:04,65.270
9,2019-05-03 19:27:11,65.377
10,2019-05-03 19:27:15,64.930
11,2019-05-03 19:27:15,65.010
12,2019-05-03 19:27:16,65.353
13,2019-05-03 19:27:26,65.526
14,2019-05-03 19:27:34,64.940
15,2019-05-03 19:27:59,65.301
16,2019-05-03 19:28:04,65.017
17,2019-05-03 19:28:08,65.442
18,2019-05-03 19:28:12,65.207
19,2019-05-03 19:28:17,65.357
20,2019-05-03 19:28:20,65.301
21,2019-05-03 19:28:21,64.923
22,2019-05-03 19:28:22,65.252
23,2019-05-03 19:28:25,64.959
24,2019-05-03 19:28:28,65.272
25,2019-05-03 19:28:29,65.148
26,2019-05-03 19:28:37,65.277
27,2019-05-03 19:28:40,65.318
28,2019-05-03 19:28:55,64.922
29,2019-05-03 19:29:02,64.962
30,2019-05-03 19:29:02,65.254
31,2019-05-03 19:29:07,65.276
32,2019-05-03 19:29:13,64.929
33,2019-05-03 19:29:21,65.592
34,2019-05-03 19:29:33,65.327
35,2019-05-03 19:29:37,65.005
36,2019-05-03 19:29:40,64.911
37,2019-05-03 19:29:44,64.952
38,2019-05-03 19:29:57,65.443
39,2019-05-03 19:30:05,65.365
40,2019-05-03 19:30:05,65.230
41,2019-05-03 19:30:05,66.005
42,2019-05-03 19:30:08,65.188
43,2019-05-03 19:30:12,65.267
44,2019-05-03 19:30:18,64.984
45,2019-05-03 19:30:23,64.931
46,2019-05-03 19:30:30,64.991
47,2019-05-03 19:30:36,64.968
48,2019-05-03 19:30:49,64.867
49,2019-05-03 19:30:55,65.316
50,2019-05-03 19:31:05,64.931
51,2019-05-03 19:31:07,64.983
52,2019-05-03 19:31:08,65.337
53,2019-05-03 19:31:17,64.971
54,2019-05-03 19:31:33,65.416
55,2019-05-03 19:31:51,65.325
56,2019-05-03 19:31:52,65.403
57,2019-05-03 19:31:56,64.960
58,2019-05-03 19:31:58,65.312
59,2019-05-03 19:32:00,65.256
60,2019-05-03 19:32:03,65.594
61,2019-05-03 19:32:05,65.296
62,2019-05-03 19:32:07,65.276
63,2019-05-03 19:32:10,65.368
64,2019-05-03 19:32:11,65.327
65,2019-05-03 19:32:15,65.366
66,2019-05-03 19:32:19,65.300
67,2019-05-03 19:32:29,64.893
68,2019-05-03 19:32:30,65.300
69,2019-05-03 19:35:17,65.339
70,2019-05-03 19:35:19,65.336
71,2019-05-03 19:35:20,64.927
72,2019-05-03 19:35:26,64.966
73,2019-05-03 19:35:37,64.970
74,2019-05-03 19:35:39,65.077
75,2019-05-03 19:35:56,65.489
76,2019-05-03 19:36:10,65.032
77,2019-05-03 19:36:11,65.370
78,2019-05-03 19:36:15,64.975
79,2019-05-03 19:36:18,65.541
80,2019-05-03 19:36:42,65.340
81,2019-05-03 19:36:52,65.037
82,2019-05-03 19:36:56,65.356
83,2019-05-03 19:37:00,65.331
84,2019-05-03 19:37:03,65.020
85,2019-05-03 19:37:11,65.270
86,2019-05-03 19:37:15,65.342
87,2019-05-03 19:37:16,64.997
88,2019-05-03 19:37:17,65.361
89,2019-05-03 19:37:18,65.273
90,2019-05-03 19:37:26,65.411
91,2019-05-03 19:37:27,64.946
92,2019-05-03 19:37:28,65.034
93,2019-05-03 19:37:35,65.805
94,2019-05-03 19:37:39,65.244
95,2019-05-03 19:37:41,65.364
96,2019-05-03 19:37:45,65.418
97,2019-05-03 19:38:07,65.529
98,2019-05-03 19:38:11,65.258
99,2019-05-03 19:38:14,65.069
100,2019-05-03 19:38:16,64.913
101,2019-05-03 19:38:20,65.249
102,2019-05-03 19:38:22,65.005
103,2019-05-03 19:38:27,65.148
104,2019-05-03 19:38:29,64.978
105,2019-05-03 19:38:35,65.337
106,2019-05-03 19:38:45,65.299
107,2019-05-03 19:38:50,64.993
108,2019-05-03 19:38:53,65.318
109,2019-05-03 19:38:57,65.306
110,2019-05-03 19:39:02,64.914
111,2019-05-03 19:39:06,65.350
112,2019-05-03 19:39:17,65.045
113,2019-05-03 19:39:22,65.346
114,2019-05-03 19:39:33,65.366
115,2019-05-03 19:39:39,65.315
116,2019-05-03 19:39:42,65.068
117,2019-05-03 19:39:59,65.355
118,2019-05-03 19:40:00,65.589
119,2019-05-03 19:40:01,64.951
120,2019-05-03 19:40:01,65.357
121,2019-05-03 19:40:03,65.263
122,2019-05-03 19:40:05,65.296
123,2019-05-03 19:40:06,65.379
124,2019-05-03 19:40:06,65.311
125,2019-05-03 19:40:07,65.378
126,2019-05-03 19:40:07,65.093
127,2019-05-03 19:40:11,65.330
128,2019-05-03 19:40:12,64.975
129,2019-05-03 19:40:14,65.328
130,2019-05-03 19:40:19,65.354
131,2019-05-03 19:40:25,65.029
132,2019-05-03 19:40:28,65.611
133,2019-05-03 19:40:41,65.329
134,2019-05-03 19:40:42,65.319
135,2019-05-03 19:40:42,65.343
136,2019-05-03 19:40:47,65.341
137,2019-05-03 19:40:55,64.924
138,2019-05-03 19:40:55,64.974
139,2019-05-03 19:41:00,64.958
140,2019-05-03 19:41:01,65.306
141,2019-05-03 19:41:03,65.363
142,2019-05-03 19:41:03,65.311
143,2019-05-03 19:43:15,64.912
144,2019-05-03 19:43:18,64.963
145,2019-05-03 19:43:22,65.003
146,2019-05-03 19:43:37,65.242
147,2019-05-03 19:44:08,65.554
148,2019-05-03 19:44:16,65.294
149,2019-05-03 19:44:17,64.958
150,2019-05-03 19:44:21,64.958
151,2019-05-03 19:44:21,64.932
152,2019-05-03 19:44:22,65.335
153,2019-05-03 19:44:47,64.884
154,2019-05-03 19:44:58,65.284
155,2019-05-03 19:45:01,64.967
156,2019-05-03 19:45:11,65.280
157,2019-05-03 19:45:11,65.320
158,2019-05-03 19:45:13,64.927
159,2019-05-03 19:45:13,65.299
160,2019-05-03 19:45:17,64.879
161,2019-05-03 19:45:17,65.269
162,2019-05-03 19:45:26,65.313
163,2019-05-03 19:45:27,64.883
164,2019-05-03 19:45:28,65.039
165,2019-05-03 19:45:29,65.285
166,2019-05-03 19:45:29,65.318
167,2019-05-03 19:45:31,65.337
168,2019-05-03 19:45:32,65.345
169,2019-05-03 19:45:38,64.942
170,2019-05-03 19:45:47,64.922
171,2019-05-03 19:45:49,64.911
172,2019-05-03 19:45:54,65.305
173,2019-05-03 19:45:55,65.251
174,2019-05-03 19:45:59,65.307
175,2019-05-03 19:46:00,65.001
176,2019-05-03 19:46:15,64.969
177,2019-05-03 19:46:16,65.279
178,2019-05-03 19:46:22,64.914
179,2019-05-03 19:46:41,64.921
180,2019-05-03 19:46:44,65.404
181,2019-05-03 19:46:46,64.923
182,2019-05-03 19:46:59,64.973
183,2019-05-03 19:47:03,65.283
184,2019-05-03 19:47:32,64.923
185,2019-05-03 19:47:32,65.080
186,2019-05-03 19:47:43,64.961
187,2019-05-03 19:47:46,64.954
188,2019-05-03 19:47:47,65.025
189,2019-05-03 19:47:56,64.945
190,2019-05-03 19:48:05,65.494
191,2019-05-03 19:48:09,64.953
192,2019-05-03 19:48:11,65.287
193,2019-05-03 19:48:22,64.953
194,2019-05-03 19:48:23,64.944
195,2019-05-03 19:48:43,64.993
196,2019-05-03 19:48:46,65.300
197,2019-05-03 19:48:48,65.306
198,2019-05-03 19:48:59,64.881
199,2019-05-03 19:48:59,65.186
200,2019-05-03 19:48:59,65.288
201,2019-05-03 19:51:36,65.246
202,2019-05-03 19:51:39,65.396
203,2019-05-03 19:51:41,65.270
204,2019-05-03 19:51:45,64.957
205,2019-05-03 19:51:47,64.924
206,2019-05-03 19:51:55,65.331
207,2019-05-03 19:51:56,65.307
208,2019-05-03 19:51:56,65.057
209,2019-05-03 19:52:05,64.937
210,2019-05-03 19:52:05,65.117
211,2019-05-03 19:52:09,65.275
212,2019-05-03 19:52:14,64.945
213,2019-05-03 19:52:32,64.939
214,2019-05-03 19:52:40,65.265
215,2019-05-03 19:52:42,65.499
216,2019-05-03 19:52:53,64.965
217,2019-05-03 19:53:00,65.343
218,2019-05-03 19:53:02,64.963
219,2019-05-03 19:53:09,65.006
220,2019-05-03 19:53:12,64.987
221,2019-05-03 19:53:29,64.949
222,2019-05-03 19:53:30,65.180
223,2019-05-03 19:53:31,65.326
224,2019-05-03 19:53:32,65.021
225,2019-05-03 19:53:35,65.271
226,2019-05-03 19:53:38,65.354
227,2019-05-03 19:53:45,64.978
228,2019-05-03 19:53:46,64.933
229,2019-05-03 19:53:46,65.028
230,2019-05-03 19:53:50,65.002
231,2019-05-03 19:53:50,64.932
232,2019-05-03 19:53:53,65.326
233,2019-05-03 19:54:02,65.301
234,2019-05-03 19:54:03,64.975
235,2019-05-03 19:54:07,65.480
236,2019-05-03 19:54:10,64.975
237,2019-05-03 19:54:21,65.417
238,2019-05-03 19:54:22,64.966
239,2019-05-03 19:54:31,65.263
240,2019-05-03 19:54:35,64.963
241,2019-05-03 19:54:39,65.587
242,2019-05-03 19:54:43,64.956
243,2019-05-03 19:54:50,65.662
244,2019-05-03 19:55:04,65.120
245,2019-05-03 19:55:06,65.540
246,2019-05-03 19:55:07,64.948
247,2019-05-03 19:55:09,65.634
248,2019-05-03 19:55:09,65.389
249,2019-05-03 19:55:09,66.898
250,2019-05-03 19:55:13,65.443
251,2019-05-03 19:55:13,65.365
252,2019-05-03 19:55:19,65.352
253,2019-05-03 19:55:23,65.185
254,2019-05-03 19:55:34,64.949
255,2019-05-03 19:55:35,65.271
256,2019-05-03 19:55:45,64.923
257,2019-05-03 19:55:51,65.271
258,2019-05-03 19:55:53,65.293
259,2019-05-03 19:55:56,64.912
260,2019-05-03 19:56:00,65.247
261,2019-05-03 19:56:02,64.951
262,2019-05-03 19:56:06,65.642
263,2019-05-03 19:56:09,65.296
264,2019-05-03 19:56:14,64.971
265,2019-05-03 19:56:16,65.025
266,2019-05-03 19:56:23,64.987
267,2019-05-03 19:56:24,64.958
268,2019-05-03 19:56:26,64.978
269,2019-05-03 19:56:36,65.325
270,2019-05-03 19:56:43,65.310
271,2019-05-03 19:56:56,65.330
272,2019-05-03 19:57:11,65.273
273,2019-05-03 19:57:16,64.983
274,2019-05-03 19:57:18,65.227
275,2019-05-03 19:57:19,65.300
276,2019-05-03 19:59:37,65.275
277,2019-05-03 19:59:48,65.242
278,2019-05-03 19:59:51,65.242
279,2019-05-03 19:59:54,65.337
280,2019-05-03 20:00:00,65.355
281,2019-05-03 20:00:09,65.313
282,2019-05-03 20:00:11,65.823
283,2019-05-03 20:00:15,65.637
284,2019-05-03 20:00:21,65.132
285,2019-05-03 20:00:24,65.296
286,2019-05-03 20:00:25,65.283
287,2019-05-03 20:00:58,65.274
288,2019-05-03 20:01:00,65.304
289,2019-05-03 20:01:04,65.623
290,2019-05-03 20:01:05,64.972
291,2019-05-03 20:01:07,64.969
292,2019-05-03 20:01:12,64.994
293,2019-05-03 20:01:21,65.340
294,2019-05-03 20:01:23,65.337
295,2019-05-03 20:01:26,65.308
296,2019-05-03 20:01:33,65.366
297,2019-05-03 20:01:39,65.327
298,2019-05-03 20:01:51,65.294
299,2019-05-03 20:01:57,64.975
300,2019-05-03 20:02:05,64.949
301,2019-05-03 20:02:19,64.943
302,2019-05-03 20:02:24,64.970
303,2019-05-03 20:02:26,65.341
304,2019-05-03 20:03:01,64.995
305,2019-05-03 20:03:01,65.067
306,2019-05-03 20:03:03,64.923
307,2019-05-03 20:03:12,65.272
308,2019-05-03 20:03:22,65.229
309,2019-05-03 20:03:24,65.013
310,2019-05-03 20:03:26,64.994
311,2019-05-03 20:03:38,65.554
312,2019-05-03 20:03:38,65.599
313,2019-05-03 20:03:53,65.382
314,2019-05-03 20:03:57,64.930
315,2019-05-03 20:04:03,65.003
316,2019-05-03 20:04:04,64.965
317,2019-05-03 20:04:13,64.919
318,2019-05-03 20:04:23,65.716
319,2019-05-03 20:04:31,65.349
320,2019-05-03 20:04:33,65.344
321,2019-05-03 20:04:41,65.107
322,2019-05-03 20:04:51,64.946
323,2019-05-03 20:04:52,64.915
324,2019-05-03 20:04:54,64.900
325,2019-05-03 20:04:59,65.580
326,2019-05-03 20:05:05,65.343
327,2019-05-03 20:05:15,65.026
328,2019-05-03 20:05:15,65.335
329,2019-05-03 20:07:19,65.332
330,2019-05-03 20:07:19,65.203
331,2019-05-03 20:07:21,65.133
332,2019-05-03 20:07:26,65.040
333,2019-05-03 20:07:26,65.121
334,2019-05-03 20:07:28,64.944
335,2019-05-03 20:07:29,65.324
336,2019-05-03 20:07:31,64.962
337,2019-05-03 20:07:31,65.267
338,2019-05-03 20:07:39,65.296
339,2019-05-03 20:07:40,64.993
340,2019-05-03 20:07:52,65.294
341,2019-05-03 20:08:07,65.289
342,2019-05-03 20:08:13,65.285
343,2019-05-03 20:08:18,65.356
344,2019-05-03 20:08:23,65.341
345,2019-05-03 20:08:36,65.156
346,2019-05-03 20:08:41,65.002
347,2019-05-03 20:08:51,65.295
348,2019-05-03 20:08:52,64.970
349,2019-05-03 20:09:00,65.286
350,2019-05-03 20:09:09,65.013
351,2019-05-03 20:09:11,64.958
352,2019-05-03 20:09:14,65.322
353,2019-05-03 20:09:14,65.364
354,2019-05-03 20:09:19,65.308
355,2019-05-03 20:09:24,64.974
356,2019-05-03 20:09:24,64.985
357,2019-05-03 20:09:31,64.961
358,2019-05-03 20:09:34,65.292
359,2019-05-03 20:09:35,65.257
360,2019-05-03 20:09:37,64.942
361,2019-05-03 20:09:39,64.915
362,2019-05-03 20:09:42,65.145
363,2019-05-03 20:09:43,64.989
364,2019-05-03 20:09:43,65.356
365,2019-05-03 20:09:44,65.295
366,2019-05-03 20:09:46,65.339
367,2019-05-03 20:10:02,65.279
368,2019-05-03 20:10:04,65.703
369,2019-05-03 20:10:06,65.296
370,2019-05-03 20:10:14,65.508
371,2019-05-03 20:10:17,64.942
372,2019-05-03 20:10:18,65.706
373,2019-05-03 20:10:24,65.369
374,2019-05-03 20:10:49,65.348
375,2019-05-03 20:10:50,65.606
376,2019-05-03 20:10:54,65.393
377,2019-05-03 20:11:02,65.337
378,2019-05-03 20:11:12,65.230
379,2019-05-03 20:11:16,65.298
380,2019-05-03 20:11:19,65.413
381,2019-05-03 20:11:22,65.301
382,2019-05-03 20:11:31,65.269
383,2019-05-03 20:11:32,65.260
384,2019-05-03 20:11:44,64.904
385,2019-05-03 20:11:48,65.402
386,2019-05-03 20:11:59,65.319
387,2019-05-03 20:12:00,64.889
388,2019-05-03 20:12:00,65.471
389,2019-05-03 20:12:09,65.293
390,2019-05-03 20:12:09,65.636
391,2019-05-03 20:12:17,64.955
392,2019-05-03 20:12:24,65.302
393,2019-05-03 20:12:42,65.300
394,2019-05-03 20:12:48,64.944
395,2019-05-03 20:12:50,65.252
396,2019-05-03 20:15:01,64.943
397,2019-05-03 20:15:02,65.694
398,2019-05-03 20:15:04,64.978
399,2019-05-03 20:15:07,64.991
400,2019-05-03 20:15:10,65.302
401,2019-05-03 20:15:11,64.968
402,2019-05-03 20:15:11,64.985
403,2019-05-03 20:15:11,65.332
404,2019-05-03 20:15:22,65.307
405,2019-05-03 20:15:24,64.917
406,2019-05-03 20:15:35,65.314
407,2019-05-03 20:15:37,65.339
408,2019-05-03 20:15:39,65.330
409,2019-05-03 20:15:47,65.243
410,2019-05-03 20:15:58,65.325
411,2019-05-03 20:16:03,65.292
412,2019-05-03 20:16:04,65.332
413,2019-05-03 20:16:14,65.280
414,2019-05-03 20:16:15,65.367
415,2019-05-03 20:16:18,65.124
416,2019-05-03 20:16:21,65.382
417,2019-05-03 20:16:29,65.387
418,2019-05-03 20:16:39,65.317
419,2019-05-03 20:16:47,65.346
420,2019-05-03 20:16:50,65.269
421,2019-05-03 20:16:55,65.327
422,2019-05-03 20:16:57,65.267
423,2019-05-03 20:17:05,64.925
424,2019-05-03 20:17:10,65.200
425,2019-05-03 20:17:12,65.247
426,2019-05-03 20:17:12,64.939
427,2019-05-03 20:17:13,65.142
428,2019-05-03 20:17:31,65.479
429,2019-05-03 20:17:32,65.268
430,2019-05-03 20:17:38,64.961
431,2019-05-03 20:17:46,65.289
432,2019-05-03 20:17:46,64.964
433,2019-05-03 20:17:46,65.324
434,2019-05-03 20:18:01,65.674
435,2019-05-03 20:18:17,65.885
436,2019-05-03 20:18:21,65.529
437,2019-05-03 20:18:33,64.887
438,2019-05-03 20:18:38,64.935
439,2019-05-03 20:18:39,65.452
440,2019-05-03 20:18:41,64.919
441,2019-05-03 20:18:42,64.961
442,2019-05-03 20:18:46,65.577
443,2019-05-03 20:18:53,64.915
444,2019-05-03 20:18:56,65.898
445,2019-05-03 20:19:06,65.317
446,2019-05-03 20:19:20,64.919
447,2019-05-03 20:19:22,64.970
448,2019-05-03 20:19:27,65.247
449,2019-05-03 20:19:27,65.321
450,2019-05-03 20:19:28,65.437
451,2019-05-03 20:19:32,65.432
452,2019-05-03 20:19:34,65.281
453,2019-05-03 20:19:41,64.988
454,2019-05-03 20:19:41,64.981
455,2019-05-03 20:19:45,64.909
456,2019-05-03 20:20:00,64.993
457,2019-05-03 20:20:10,65.016
458,2019-05-03 20:20:12,65.570
459,2019-05-03 20:20:14,64.918
460,2019-05-03 20:20:18,64.875
461,2019-05-03 20:20:22,64.929
462,2019-05-03 20:20:22,64.995
463,2019-05-03 20:20:27,65.364
464,2019-05-03 20:20:43,64.967
465,2019-05-03 20:20:44,65.278
466,2019-05-03 20:20:45,64.942
467,2019-05-03 20:23:38,65.414
468,2019-05-03 20:23:41,64.972
469,2019-05-03 20:23:42,64.964
470,2019-05-03 20:23:47,65.405
471,2019-05-03 20:23:48,64.925
472,2019-05-03 20:23:49,65.296
473,2019-05-03 20:23:53,65.366
474,2019-05-03 20:23:57,65.450
475,2019-05-03 20:24:02,65.271
476,2019-05-03 20:24:03,65.296
477,2019-05-03 20:24:05,64.965
478,2019-05-03 20:24:10,65.080
479,2019-05-03 20:24:13,65.030
480,2019-05-03 20:24:16,64.952
481,2019-05-03 20:24:19,65.292
482,2019-05-03 20:24:23,65.194
483,2019-05-03 20:24:25,65.404
484,2019-05-03 20:24:28,65.165
485,2019-05-03 20:24:29,64.997
486,2019-05-03 20:24:40,65.287
487,2019-05-03 20:24:44,65.387
488,2019-05-03 20:24:46,65.294
489,2019-05-03 20:25:02,65.036
490,2019-05-03 20:25:06,65.317
491,2019-05-03 20:25:07,64.946
492,2019-05-03 20:25:08,64.953
493,2019-05-03 20:25:08,65.355
494,2019-05-03 20:25:10,65.531
495,2019-05-03 20:25:14,65.121
496,2019-05-03 20:25:30,65.312
497,2019-05-03 20:25:31,65.043
498,2019-05-03 20:25:32,64.926
499,2019-05-03 20:25:37,65.309
500,2019-05-03 20:25:38,65.230
501,2019-05-03 20:25:43,64.985
502,2019-05-03 20:25:46,65.274
503,2019-05-03 20:26:00,65.338
504,2019-05-03 20:26:05,65.353
505,2019-05-03 20:26:07,65.303
506,2019-05-03 20:26:12,64.986
507,2019-05-03 20:26:24,64.934
508,2019-05-03 20:26:29,64.997
509,2019-05-03 20:26:43,64.988
510,2019-05-03 20:26:51,65.019
511,2019-05-03 20:26:55,64.870
512,2019-05-03 20:27:00,65.223
513,2019-05-03 20:27:08,65.304
514,2019-05-03 20:27:10,65.059
515,2019-05-03 20:27:19,65.298
516,2019-05-03 20:27:31,65.280
517,2019-05-03 20:27:31,64.951
518,2019-05-03 20:27:42,65.279
519,2019-05-03 20:27:43,65.358
520,2019-05-03 20:27:59,65.388
521,2019-05-03 20:28:00,65.279
522,2019-05-03 20:28:03,64.930
523,2019-05-03 20:28:12,64.964
524,2019-05-03 20:28:17,65.289
525,2019-05-03 20:28:18,65.329
526,2019-05-03 20:28:19,65.302
527,2019-05-03 20:28:22,64.940
528,2019-05-03 20:28:26,65.266
529,2019-05-03 20:28:31,65.295
530,2019-05-03 20:28:36,65.310
531,2019-05-03 20:28:43,66.502
532,2019-05-03 20:28:58,65.362
533,2019-05-03 20:29:09,65.046
534,2019-05-03 20:29:10,64.954
535,2019-05-03 20:29:16,64.965
536,2019-05-03 20:31:36,65.304
537,2019-05-03 20:31:39,64.966
538,2019-05-03 20:31:39,65.205
539,2019-05-03 20:31:41,65.339
540,2019-05-03 20:31:43,65.091
541,2019-05-03 20:31:47,64.968
542,2019-05-03 20:31:51,65.376
543,2019-05-03 20:32:10,65.273
544,2019-05-03 20:32:11,65.317
545,2019-05-03 20:32:16,65.297
546,2019-05-03 20:32:33,65.442
547,2019-05-03 20:32:38,64.956
548,2019-05-03 20:32:46,65.001
549,2019-05-03 20:32:48,64.943
550,2019-05-03 20:32:55,65.280
551,2019-05-03 20:32:57,65.325
552,2019-05-03 20:33:12,65.425
553,2019-05-03 20:33:17,64.954
554,2019-05-03 20:33:20,65.656
555,2019-05-03 20:33:29,64.986
556,2019-05-03 20:33:32,65.317
557,2019-05-03 20:33:50,65.284
558,2019-05-03 20:33:50,65.289
559,2019-05-03 20:34:05,65.086
560,2019-05-03 20:34:12,65.032
561,2019-05-03 20:34:18,65.297
562,2019-05-03 20:34:23,65.266
563,2019-05-03 20:34:23,65.294
564,2019-05-03 20:34:25,64.963
565,2019-05-03 20:34:45,65.458
566,2019-05-03 20:34:52,65.210
567,2019-05-03 20:35:00,65.355
568,2019-05-03 20:35:20,65.667
569,2019-05-03 20:35:21,65.342
570,2019-05-03 20:35:23,65.330
571,2019-05-03 20:35:24,64.944
572,2019-05-03 20:35:32,64.983
573,2019-05-03 20:35:34,65.331
574,2019-05-03 20:35:35,65.559
