0,2019-03-23 00:01:43,0.297
1,2019-03-23 00:01:43,0.305
2,2019-03-23 00:01:44,0.305
3,2019-03-23 00:01:44,0.304
4,2019-03-23 00:01:44,0.309
5,2019-03-23 00:01:44,0.302
6,2019-03-23 00:01:44,0.327
7,2019-03-23 00:01:44,0.303
8,2019-03-23 00:01:45,0.303
9,2019-03-23 00:01:45,0.29
10,2019-03-23 00:01:45,0.317
11,2019-03-23 00:01:45,0.311
12,2019-03-23 00:01:45,0.314
13,2019-03-23 00:01:45,0.296
14,2019-03-23 00:01:45,0.319
15,2019-03-23 00:01:45,0.314
16,2019-03-23 00:01:45,0.292
17,2019-03-23 00:01:45,0.308
18,2019-03-23 00:01:46,0.312
19,2019-03-23 00:01:46,0.305
20,2019-03-23 00:01:46,0.308
21,2019-03-23 00:01:47,0.306
22,2019-03-23 00:01:47,0.306
23,2019-03-23 00:01:47,0.311
24,2019-03-23 00:01:47,0.308
25,2019-03-23 00:01:48,0.312
26,2019-03-23 00:01:48,0.321
27,2019-03-23 00:01:48,0.303
28,2019-03-23 00:01:48,0.314
29,2019-03-23 00:01:49,0.322
30,2019-03-23 00:01:49,0.302
31,2019-03-23 00:01:49,0.28
32,2019-03-23 00:01:49,0.307
33,2019-03-23 00:01:50,0.296
34,2019-03-23 00:01:50,0.304
35,2019-03-23 00:01:50,0.318
36,2019-03-23 00:01:51,0.308
37,2019-03-23 00:01:52,0.313
38,2019-03-23 00:01:52,0.307
39,2019-03-23 00:01:52,0.403
40,2019-03-23 00:01:52,0.308
41,2019-03-23 00:01:53,0.308
42,2019-03-23 00:01:54,0.31
43,2019-03-23 00:01:54,0.302
44,2019-03-23 00:01:54,0.301
45,2019-03-23 00:01:54,0.306
46,2019-03-23 00:01:55,0.303
47,2019-03-23 00:01:55,0.311
48,2019-03-23 00:01:55,0.31
49,2019-03-23 00:01:55,0.313
50,2019-03-23 00:01:56,0.31
51,2019-03-23 00:01:56,0.307
52,2019-03-23 00:01:56,0.301
53,2019-03-23 00:01:56,0.315
54,2019-03-23 00:01:57,0.286
55,2019-03-23 00:01:57,0.321
56,2019-03-23 00:01:57,0.217
57,2019-03-23 00:01:58,0.307
58,2019-03-23 00:01:58,0.293
