2019-05-03 19:26:55,170.129,1
2019-05-03 19:26:57,170.108,2
2019-05-03 19:26:58,169.99,3
2019-05-03 19:27:08,170.076,5
2019-05-03 19:27:08,170.249,6
2019-05-03 19:27:17,170.179,10
2019-05-03 19:27:18,170.169,13
2019-05-03 19:27:25,170.533,14
2019-05-03 19:27:34,170.139,18
2019-05-03 19:27:54,169.818,20
2019-05-03 19:27:55,170.472,21
2019-05-03 19:28:13,169.998,24
2019-05-03 19:28:15,170.014,26
2019-05-03 19:28:25,170.228,27
2019-05-03 19:28:27,170.239,28
2019-05-03 19:28:34,170.161,31
2019-05-03 19:28:35,170.431,32
2019-05-03 19:29:02,170.388,36
2019-05-03 19:29:06,169.934,37
2019-05-03 19:29:08,169.817,39
2019-05-03 19:29:09,170.293,40
2019-05-03 19:29:15,169.936,41
2019-05-03 19:29:18,169.833,42
2019-05-03 19:29:33,169.752,44
2019-05-03 19:29:38,169.861,45
2019-05-03 19:29:39,170.207,46
2019-05-03 19:29:46,170.101,47
2019-05-03 19:29:59,170.209,53
2019-05-03 19:30:10,170.467,54
2019-05-03 19:30:15,170.28,56
2019-05-03 19:30:21,169.867,57
2019-05-03 19:30:24,170.423,58
2019-05-03 19:30:37,169.964,59
2019-05-03 19:30:44,170.366,60
2019-05-03 19:30:58,170.054,65
2019-05-03 19:31:04,169.775,67
2019-05-03 19:31:20,169.824,69
2019-05-03 19:31:32,170.054,73
2019-05-03 19:31:44,170.321,75
2019-05-03 19:32:07,170.361,78
2019-05-03 19:32:12,170.382,79
2019-05-03 19:32:17,170.403,80
2019-05-03 19:32:19,170.025,82
2019-05-03 19:32:28,169.882,84
2019-05-03 19:32:28,170.048,85
2019-05-03 19:35:24,170.062,89
2019-05-03 19:35:29,170.133,90
2019-05-03 19:35:40,170.511,91
2019-05-03 19:35:44,169.958,92
2019-05-03 19:36:07,170.456,96
2019-05-03 19:36:44,170.059,100
2019-05-03 19:36:47,170.389,101
2019-05-03 19:36:56,170.634,103
2019-05-03 19:37:01,170.455,104
2019-05-03 19:37:06,169.694,105
2019-05-03 19:37:30,169.995,107
2019-05-03 19:37:42,173.694,108
2019-05-03 19:37:56,170.43,109
2019-05-03 19:37:59,170.133,110
2019-05-03 19:38:03,169.829,112
2019-05-03 19:38:11,170.112,116
2019-05-03 19:38:22,169.803,118
2019-05-03 19:38:33,170.139,120
2019-05-03 19:38:41,170.362,121
2019-05-03 19:38:52,170.092,125
2019-05-03 19:38:54,170.514,126
2019-05-03 19:39:03,170.392,129
2019-05-03 19:39:04,170.27,130
2019-05-03 19:39:07,170.325,132
2019-05-03 19:39:12,170.475,134
2019-05-03 19:39:27,170.116,139
2019-05-03 19:39:45,170.159,142
2019-05-03 19:39:51,170.112,143
2019-05-03 19:39:53,169.87,144
2019-05-03 19:39:54,170.073,145
2019-05-03 19:40:06,170.064,146
2019-05-03 19:40:09,170.088,148
2019-05-03 19:40:14,170.13,149
2019-05-03 19:40:30,170.239,152
2019-05-03 19:40:50,170.062,154
2019-05-03 19:40:51,169.914,155
2019-05-03 19:43:14,170.175,160
2019-05-03 19:43:15,170.501,161
2019-05-03 19:43:19,170.391,162
2019-05-03 19:43:20,170.371,163
2019-05-03 19:43:20,169.74,164
2019-05-03 19:43:22,171.342,165
2019-05-03 19:43:26,169.739,166
2019-05-03 19:43:27,170.481,167
2019-05-03 19:43:29,170.467,168
2019-05-03 19:43:31,170.104,169
2019-05-03 19:43:55,170.253,171
2019-05-03 19:43:58,169.89,173
2019-05-03 19:44:06,169.854,175
2019-05-03 19:44:17,169.652,177
2019-05-03 19:44:38,170.25,181
2019-05-03 19:44:47,170.074,182
2019-05-03 19:45:11,170.148,185
2019-05-03 19:45:12,170.557,186
2019-05-03 19:45:14,169.893,187
2019-05-03 19:45:16,170.063,188
2019-05-03 19:45:21,170.09,189
2019-05-03 19:45:25,170.255,190
2019-05-03 19:45:27,170.336,191
2019-05-03 19:45:38,170.734,192
2019-05-03 19:45:47,170.351,196
2019-05-03 19:45:50,170.463,197
2019-05-03 19:45:56,170.276,199
2019-05-03 19:46:05,170.381,201
2019-05-03 19:46:08,170.171,202
2019-05-03 19:46:20,169.826,203
2019-05-03 19:46:44,170.476,206
2019-05-03 19:46:59,170.006,210
2019-05-03 19:47:09,169.899,212
2019-05-03 19:47:10,170.069,214
2019-05-03 19:47:19,170.155,217
2019-05-03 19:47:22,170.044,218
2019-05-03 19:47:43,169.771,221
2019-05-03 19:47:58,170.169,225
2019-05-03 19:48:29,170.086,228
2019-05-03 19:48:38,170.537,229
2019-05-03 19:48:38,170.329,230
2019-05-03 19:48:52,170.43,233
2019-05-03 19:49:00,170.007,234
2019-05-03 19:51:36,169.934,235
2019-05-03 19:51:36,170.0,236
2019-05-03 19:51:36,170.288,237
2019-05-03 19:51:36,169.982,239
2019-05-03 19:51:41,169.736,241
2019-05-03 19:51:46,170.109,242
2019-05-03 19:51:46,169.791,243
2019-05-03 19:51:49,170.204,244
2019-05-03 19:51:59,170.4,249
2019-05-03 19:52:06,169.786,250
2019-05-03 19:52:09,170.291,251
2019-05-03 19:52:27,170.004,252
2019-05-03 19:52:29,170.335,253
2019-05-03 19:52:50,170.659,255
2019-05-03 19:52:57,169.979,256
2019-05-03 19:53:09,170.421,257
2019-05-03 19:53:18,170.449,259
2019-05-03 19:53:21,170.487,261
2019-05-03 19:53:21,170.092,263
2019-05-03 19:53:33,170.181,265
2019-05-03 19:53:33,169.912,266
2019-05-03 19:53:36,170.045,267
2019-05-03 19:53:47,170.539,270
2019-05-03 19:54:00,169.93,271
2019-05-03 19:54:13,170.907,274
2019-05-03 19:54:17,170.329,275
2019-05-03 19:54:29,169.806,277
2019-05-03 19:54:54,170.058,280
2019-05-03 19:55:02,169.889,282
2019-05-03 19:55:02,170.166,283
2019-05-03 19:55:05,170.699,284
2019-05-03 19:55:08,170.205,285
2019-05-03 19:55:15,170.557,287
2019-05-03 19:55:24,170.171,289
2019-05-03 19:55:25,170.292,290
2019-05-03 19:55:25,170.384,291
2019-05-03 19:55:30,170.492,292
2019-05-03 19:55:35,170.239,294
2019-05-03 19:55:39,169.719,295
2019-05-03 19:55:41,170.262,296
2019-05-03 19:56:05,170.265,298
2019-05-03 19:56:18,170.02,301
2019-05-03 19:56:20,170.11,302
2019-05-03 19:56:41,170.079,304
2019-05-03 19:56:46,169.968,306
2019-05-03 19:56:56,170.187,309
2019-05-03 19:57:08,170.928,311
2019-05-03 19:57:12,169.925,312
2019-05-03 19:57:24,169.961,314
2019-05-03 19:59:34,169.908,316
2019-05-03 19:59:43,170.544,320
2019-05-03 19:59:44,169.686,321
2019-05-03 19:59:47,170.17,324
2019-05-03 20:00:14,170.345,329
2019-05-03 20:00:22,170.316,331
2019-05-03 20:00:24,170.412,332
2019-05-03 20:00:53,170.134,335
2019-05-03 20:01:04,170.028,336
2019-05-03 20:01:08,170.269,338
2019-05-03 20:01:18,170.295,341
2019-05-03 20:01:23,170.305,342
2019-05-03 20:01:34,169.994,344
2019-05-03 20:01:35,170.154,345
2019-05-03 20:01:42,169.77,348
2019-05-03 20:01:49,169.81,350
