2019-05-03 19:26:57,170.575,1
2019-05-03 19:27:20,170.032,6
2019-05-03 19:27:35,170.298,11
2019-05-03 19:27:36,170.086,12
2019-05-03 19:27:39,170.641,13
2019-05-03 19:27:48,170.141,14
2019-05-03 19:28:09,170.268,16
2019-05-03 19:28:23,170.244,17
2019-05-03 19:28:26,170.315,18
2019-05-03 19:28:27,170.43,19
2019-05-03 19:28:33,169.832,21
2019-05-03 19:28:38,170.159,23
2019-05-03 19:28:41,170.434,25
2019-05-03 19:29:15,170.622,27
2019-05-03 19:29:40,170.7,32
2019-05-03 19:29:52,170.331,34
2019-05-03 19:29:55,170.371,36
2019-05-03 19:30:07,170.456,37
2019-05-03 19:30:10,169.868,39
2019-05-03 19:30:25,170.034,42
2019-05-03 19:30:32,170.609,43
2019-05-03 19:30:42,170.598,45
2019-05-03 19:31:02,170.149,49
2019-05-03 19:31:12,170.011,51
2019-05-03 19:31:26,170.161,53
2019-05-03 19:31:41,170.423,56
2019-05-03 19:31:45,170.007,57
2019-05-03 19:31:51,169.932,59
2019-05-03 19:31:53,170.194,60
2019-05-03 19:31:54,170.319,61
2019-05-03 19:32:01,170.277,63
2019-05-03 19:32:02,170.604,64
2019-05-03 19:32:08,170.646,65
2019-05-03 19:32:32,170.183,66
2019-05-03 19:35:17,169.913,69
2019-05-03 19:35:29,170.194,73
2019-05-03 19:35:40,170.357,74
2019-05-03 19:35:50,170.414,76
2019-05-03 19:36:39,170.095,83
2019-05-03 19:37:06,170.591,86
2019-05-03 19:37:18,170.427,88
2019-05-03 19:37:25,169.874,90
2019-05-03 19:37:31,169.903,91
2019-05-03 19:37:40,170.359,92
2019-05-03 19:37:57,170.043,96
2019-05-03 19:38:22,170.347,97
2019-05-03 19:38:25,169.998,98
2019-05-03 19:38:33,170.48,99
2019-05-03 19:38:39,170.371,101
2019-05-03 19:38:43,169.875,103
2019-05-03 19:38:44,170.291,104
2019-05-03 19:39:05,170.176,105
2019-05-03 19:39:24,170.278,106
2019-05-03 19:39:38,170.188,110
2019-05-03 19:39:42,170.136,111
2019-05-03 19:40:00,170.344,114
2019-05-03 19:40:02,170.198,115
2019-05-03 19:40:09,170.015,116
2019-05-03 19:40:19,170.669,119
2019-05-03 19:40:22,170.15,120
2019-05-03 19:40:42,170.087,124
2019-05-03 19:40:43,170.296,125
2019-05-03 19:40:44,170.521,126
2019-05-03 19:41:01,170.479,128
2019-05-03 19:43:16,170.339,130
2019-05-03 19:43:25,169.899,135
2019-05-03 19:43:33,170.531,137
2019-05-03 19:43:35,170.644,138
2019-05-03 19:43:40,170.234,139
2019-05-03 19:43:40,170.619,140
2019-05-03 19:43:47,170.226,141
2019-05-03 19:44:00,170.0,144
2019-05-03 19:44:03,170.474,145
2019-05-03 19:44:07,169.942,146
2019-05-03 19:44:23,170.395,148
2019-05-03 19:44:25,170.624,149
2019-05-03 19:44:56,170.618,151
2019-05-03 19:45:12,170.535,153
2019-05-03 19:45:15,169.921,154
2019-05-03 19:45:17,169.921,155
2019-05-03 19:45:23,170.032,156
2019-05-03 19:45:26,169.908,157
2019-05-03 19:45:29,170.254,158
2019-05-03 19:45:38,169.983,159
2019-05-03 19:45:38,170.394,160
2019-05-03 19:45:46,170.172,161
2019-05-03 19:45:52,169.952,162
2019-05-03 19:45:53,170.42,163
2019-05-03 19:46:04,170.445,164
2019-05-03 19:46:04,170.196,165
2019-05-03 19:46:07,170.694,166
